nama_kabupaten_kota,jenis_kelamin,kategori_pendidikan,jumlah,tahun,umur,location
KABUPATEN BEKASI,LAKI-LAKI,TK/PAUD,1,2019,<5,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,SD,2,2019,6-11,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,SMP,2,2019,12-14,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,SMA,0,2019,15-17,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,PERGURUAN TINGGI,1,2019,>18,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.2027280000000005,107.16493925281344"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,SD,1,2019,6-11,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,SMP,0,2019,12-14,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,SMA,0,2019,15-17,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,TK/PAUD,1,2019,<5,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,SD,2,2019,6-11,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,SMP,6,2019,12-14,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,SMA,3,2019,15-17,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,PERGURUAN TINGGI,2,2019,>18,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,TK/PAUD,3,2019,<5,"-6.8129007999999995,107.61858892782375"
KABUPATEN PANGANDARAN,LAKI-LAKI,SD,4,2019,6-11,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,LAKI-LAKI,SMP,0,2019,12-14,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,LAKI-LAKI,SMA,0,2019,15-17,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,SD,0,2019,6-11,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,SMP,2,2019,12-14,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,SMA,2,2019,15-17,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,TK/PAUD,1,2019,<5,"-6.3588741,106.6337276"
KOTA BOGOR,LAKI-LAKI,SD,2,2019,6-11,"-6.5962986,106.7972421"
KOTA BOGOR,LAKI-LAKI,SMP,2,2019,12-14,"-6.5962986,106.7972421"
KOTA BOGOR,LAKI-LAKI,SMA,2,2019,15-17,"-6.5962986,106.7972421"
KOTA BOGOR,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.5962986,106.7972421"
KOTA BOGOR,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.5962986,106.7972421"
KOTA BOGOR,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,SD,3,2019,6-11,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,SMP,4,2019,12-14,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,SMA,6,2019,15-17,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,TK/PAUD,1,2019,<5,"-6.5962986,106.7972421"
KOTA SUKABUMI,LAKI-LAKI,SD,0,2019,6-11,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,SMP,0,2019,12-14,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,SMA,0,2019,15-17,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,SD,0,2019,6-11,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,SMP,1,2019,12-14,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,SMA,2,2019,15-17,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,PERGURUAN TINGGI,1,2019,>18,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.9199289,106.9265095"
KOTA BANDUNG,LAKI-LAKI,SD,52,2019,6-11,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,SMP,25,2019,12-14,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,SMA,20,2019,15-17,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,PERGURUAN TINGGI,7,2019,>18,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,TK/PAUD,3,2019,<5,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,TK/PAUD,2,2019,<5,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,SD,23,2019,6-11,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,SMP,33,2019,12-14,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,SMA,61,2019,15-17,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,PERGURUAN TINGGI,58,2019,>18,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,TK/PAUD,3,2019,<5,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.9215529,107.6110212"
KOTA CIREBON,LAKI-LAKI,SD,1,2019,6-11,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,SMP,1,2019,12-14,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,SMA,0,2019,15-17,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,TK/PAUD,0,2019,<5,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,TK/PAUD,0,2019,<5,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SD,1,2019,6-11,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SMP,1,2019,12-14,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SMA,1,2019,15-17,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,TK/PAUD,0,2019,<5,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,TK/PAUD,0,2019,<5,"3.5859935,98.6830717"
KOTA BEKASI,LAKI-LAKI,SD,0,2019,6-11,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,SMP,0,2019,12-14,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,SMA,0,2019,15-17,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SD,1,2019,6-11,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SMP,0,2019,12-14,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SMA,1,2019,15-17,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.2349858,106.9945444"
KOTA DEPOK,LAKI-LAKI,SD,0,2019,6-11,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,SMP,1,2019,12-14,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,SMA,2,2019,15-17,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SD,7,2019,6-11,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SMP,0,2019,12-14,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SMA,6,2019,15-17,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,PERGURUAN TINGGI,4,2019,>18,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,TK/PAUD,1,2019,<5,"-6.40719,106.8158371"
KOTA CIMAHI,LAKI-LAKI,SD,2,2019,6-11,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,SMP,0,2019,12-14,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,SMA,1,2019,15-17,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,PERGURUAN TINGGI,1,2019,>18,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SD,1,2019,6-11,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SMP,1,2019,12-14,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SMA,3,2019,15-17,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,PERGURUAN TINGGI,3,2019,>18,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.8731527,107.5423099"
KOTA TASIKMALAYA,LAKI-LAKI,SD,1,2019,6-11,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,SMP,2,2019,12-14,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,SMA,0,2019,15-17,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SD,0,2019,6-11,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SMP,0,2019,12-14,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SMA,1,2019,15-17,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,PERGURUAN TINGGI,1,2019,>18,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.3262484,108.2201154"
KOTA BANJAR,LAKI-LAKI,SD,0,2019,6-11,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,SMP,0,2019,12-14,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,SMA,0,2019,15-17,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SD,0,2019,6-11,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SMP,0,2019,12-14,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SMA,0,2019,15-17,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,PERGURUAN TINGGI,1,2019,>18,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.3695648,108.5415225"
KABUPATEN BOGOR,LAKI-LAKI,SD,2,2020,6-11,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,SMP,2,2020,12-14,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,SMA,2,2020,15-17,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,PERGURUAN TINGGI,0,2020,>18,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,TK/PAUD,0,2020,<5,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,TK/PAUD,0,2020,<5,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,SD,0,2020,6-11,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,SMP,1,2020,12-14,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,SMA,4,2020,15-17,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,PERGURUAN TINGGI,3,2020,>18,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,TK/PAUD,0,2020,<5,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,TK/PAUD,0,2020,<5,"-6.5453255,107.00174246832204"
KABUPATEN SUKABUMI,LAKI-LAKI,SD,2,2020,6-11,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,SMP,42,2020,12-14,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,SMA,3,2020,15-17,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,PERGURUAN TINGGI,0,2020,>18,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,TK/PAUD,0,2020,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,TK/PAUD,0,2020,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,SD,44,2020,6-11,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,SMP,44,2020,12-14,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,SMA,25,2020,15-17,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,PERGURUAN TINGGI,0,2020,>18,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,TK/PAUD,1,2020,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,TK/PAUD,0,2020,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN CIANJUR,LAKI-LAKI,SD,0,2020,6-11,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,SMP,0,2020,12-14,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,SMA,0,2020,15-17,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,PERGURUAN TINGGI,0,2020,>18,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,TK/PAUD,0,2020,<5,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,TK/PAUD,0,2020,<5,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,SD,0,2020,6-11,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,SMP,1,2020,12-14,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,SMA,1,2020,15-17,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,PERGURUAN TINGGI,0,2020,>18,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,TK/PAUD,0,2020,<5,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,TK/PAUD,0,2020,<5,"-7.3699365,107.29652593657175"
KABUPATEN BANDUNG,LAKI-LAKI,SD,8,2020,6-11,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,SMP,10,2020,12-14,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,SMA,3,2020,15-17,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,PERGURUAN TINGGI,0,2020,>18,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,TK/PAUD,0,2020,<5,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,TK/PAUD,0,2020,<5,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,SD,17,2020,6-11,"-7.9066879,110.56400786469558"
