nama_kabupaten_kota,jenis_kelamin,kategori_pendidikan,jumlah,tahun,umur,location
KOTA BOGOR,PEREMPUAN,TK/PAUD,0,2021,<5,"-6.5962986,106.7972421"
KOTA SUKABUMI,LAKI-LAKI,SD,6,2021,6-11,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,SMP,2,2021,12-14,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,SMA,1,2021,15-17,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,PERGURUAN TINGGI,0,2021,>18,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,TK/PAUD,0,2021,<5,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,TK/PAUD,0,2021,<5,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,SD,8,2021,6-11,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,SMP,6,2021,12-14,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,SMA,14,2021,15-17,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,PERGURUAN TINGGI,1,2021,>18,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,TK/PAUD,0,2021,<5,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,TK/PAUD,1,2021,<5,"-6.9199289,106.9265095"
KOTA BANDUNG,LAKI-LAKI,SD,5,2021,6-11,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,SMP,16,2021,12-14,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,SMA,3,2021,15-17,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,PERGURUAN TINGGI,4,2021,>18,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,TK/PAUD,2,2021,<5,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,TK/PAUD,0,2021,<5,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,SD,25,2021,6-11,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,SMP,24,2021,12-14,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,SMA,51,2021,15-17,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,PERGURUAN TINGGI,36,2021,>18,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,TK/PAUD,6,2021,<5,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,TK/PAUD,1,2021,<5,"-6.9215529,107.6110212"
KOTA CIREBON,LAKI-LAKI,SD,0,2021,6-11,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,SMP,0,2021,12-14,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,SMA,0,2021,15-17,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,PERGURUAN TINGGI,0,2021,>18,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,TK/PAUD,0,2021,<5,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,TK/PAUD,0,2021,<5,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SD,2,2021,6-11,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SMP,8,2021,12-14,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SMA,11,2021,15-17,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,PERGURUAN TINGGI,4,2021,>18,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,TK/PAUD,1,2021,<5,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,TK/PAUD,1,2021,<5,"3.5859935,98.6830717"
KOTA BEKASI,LAKI-LAKI,SD,4,2021,6-11,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,SMP,1,2021,12-14,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,SMA,3,2021,15-17,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,PERGURUAN TINGGI,0,2021,>18,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,TK/PAUD,1,2021,<5,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,TK/PAUD,0,2021,<5,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SD,7,2021,6-11,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SMP,5,2021,12-14,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SMA,6,2021,15-17,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,PERGURUAN TINGGI,1,2021,>18,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,TK/PAUD,1,2021,<5,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,TK/PAUD,0,2021,<5,"-6.2349858,106.9945444"
KOTA DEPOK,LAKI-LAKI,SD,13,2021,6-11,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,SMP,5,2021,12-14,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,SMA,3,2021,15-17,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,PERGURUAN TINGGI,0,2021,>18,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,TK/PAUD,1,2021,<5,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,TK/PAUD,0,2021,<5,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SD,32,2021,6-11,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SMP,25,2021,12-14,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SMA,69,2021,15-17,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,PERGURUAN TINGGI,45,2021,>18,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,TK/PAUD,6,2021,<5,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,TK/PAUD,0,2021,<5,"-6.40719,106.8158371"
KOTA CIMAHI,LAKI-LAKI,SD,0,2021,6-11,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,SMP,0,2021,12-14,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,SMA,1,2021,15-17,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,PERGURUAN TINGGI,0,2021,>18,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,TK/PAUD,0,2021,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,TK/PAUD,0,2021,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SD,5,2021,6-11,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SMP,3,2021,12-14,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SMA,6,2021,15-17,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,PERGURUAN TINGGI,0,2021,>18,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,TK/PAUD,0,2021,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,TK/PAUD,0,2021,<5,"-6.8731527,107.5423099"
KOTA TASIKMALAYA,LAKI-LAKI,SD,0,2021,6-11,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,SMP,0,2021,12-14,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,SMA,0,2021,15-17,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,PERGURUAN TINGGI,0,2021,>18,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2021,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2021,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SD,1,2021,6-11,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SMP,0,2021,12-14,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SMA,0,2021,15-17,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,PERGURUAN TINGGI,1,2021,>18,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2021,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2021,<5,"-7.3262484,108.2201154"
KOTA BANJAR,LAKI-LAKI,SD,0,2021,6-11,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,SMP,0,2021,12-14,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,SMA,0,2021,15-17,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,PERGURUAN TINGGI,0,2021,>18,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,TK/PAUD,0,2021,<5,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,TK/PAUD,0,2021,<5,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SD,0,2021,6-11,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SMP,0,2021,12-14,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SMA,0,2021,15-17,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,PERGURUAN TINGGI,0,2021,>18,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,TK/PAUD,1,2021,<5,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,TK/PAUD,0,2021,<5,"-7.3695648,108.5415225"
KABUPATEN BOGOR,LAKI-LAKI,SD,0,2022,6-11,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,SMP,1,2022,12-14,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,SMA,0,2022,15-17,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,PERGURUAN TINGGI,1,2022,>18,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,SD,3,2022,6-11,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,SMP,4,2022,12-14,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,SMA,8,2022,15-17,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,PERGURUAN TINGGI,10,2022,>18,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,TK/PAUD,1,2022,<5,"-6.5453255,107.00174246832204"
KABUPATEN SUKABUMI,LAKI-LAKI,SD,6,2022,6-11,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,SMP,4,2022,12-14,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,SMA,3,2022,15-17,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,TK/PAUD,1,2022,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,SD,32,2022,6-11,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,SMP,41,2022,12-14,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,SMA,27,2022,15-17,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,PERGURUAN TINGGI,2,2022,>18,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN CIANJUR,LAKI-LAKI,SD,4,2022,6-11,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,SMP,0,2022,12-14,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,SMA,0,2022,15-17,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,TK/PAUD,1,2022,<5,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,SD,7,2022,6-11,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,SMP,15,2022,12-14,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,SMA,12,2022,15-17,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,PERGURUAN TINGGI,3,2022,>18,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.3699365,107.29652593657175"
KABUPATEN BANDUNG,LAKI-LAKI,SD,12,2022,6-11,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,SMP,10,2022,12-14,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,SMA,11,2022,15-17,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,SD,15,2022,6-11,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,SMP,32,2022,12-14,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,SMA,44,2022,15-17,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,PERGURUAN TINGGI,16,2022,>18,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,TK/PAUD,1,2022,<5,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,TK/PAUD,1,2022,<5,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,TK/PAUD,1,2022,<5,"-7.9066879,110.56400786469558"
KABUPATEN GARUT,LAKI-LAKI,SD,0,2022,6-11,"-7.2167526,107.9003089"
KABUPATEN GARUT,LAKI-LAKI,SMP,0,2022,12-14,"-7.2167526,107.9003089"
KABUPATEN GARUT,LAKI-LAKI,SMA,1,2022,15-17,"-7.2167526,107.9003089"
KABUPATEN GARUT,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-7.2167526,107.9003089"
KABUPATEN GARUT,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.2167526,107.9003089"
KABUPATEN GARUT,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.2167526,107.9003089"
KABUPATEN GARUT,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,SD,0,2022,6-11,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,SMP,0,2022,12-14,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,SMA,1,2022,15-17,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,PERGURUAN TINGGI,0,2022,>18,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.2167526,107.9003089"
KABUPATEN TASIKMALAYA,LAKI-LAKI,SD,9,2022,6-11,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,LAKI-LAKI,SMP,7,2022,12-14,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,LAKI-LAKI,SMA,3,2022,15-17,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,SD,12,2022,6-11,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,SMP,22,2022,12-14,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,SMA,10,2022,15-17,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,PERGURUAN TINGGI,4,2022,>18,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,TK/PAUD,1,2022,<5,"-7.3258225,108.2246372"
KABUPATEN CIAMIS,LAKI-LAKI,SD,1,2022,6-11,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,LAKI-LAKI,SMP,2,2022,12-14,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,LAKI-LAKI,SMA,7,2022,15-17,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,SD,2,2022,6-11,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,SMP,4,2022,12-14,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,SMA,2,2022,15-17,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,PERGURUAN TINGGI,0,2022,>18,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.326995849999999,108.34065164716915"
KABUPATEN KUNINGAN,LAKI-LAKI,SD,0,2022,6-11,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,LAKI-LAKI,SMP,1,2022,12-14,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,LAKI-LAKI,SMA,0,2022,15-17,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,SD,6,2022,6-11,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,SMP,11,2022,12-14,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,SMA,6,2022,15-17,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,PERGURUAN TINGGI,0,2022,>18,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.9820247,108.4757184"
KABUPATEN CIREBON,LAKI-LAKI,SD,3,2022,6-11,"-6.7119351,108.559782"
KABUPATEN CIREBON,LAKI-LAKI,SMP,1,2022,12-14,"-6.7119351,108.559782"
KABUPATEN CIREBON,LAKI-LAKI,SMA,1,2022,15-17,"-6.7119351,108.559782"
KABUPATEN CIREBON,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.7119351,108.559782"
KABUPATEN CIREBON,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.7119351,108.559782"
KABUPATEN CIREBON,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.7119351,108.559782"
KABUPATEN CIREBON,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,SD,14,2022,6-11,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,SMP,32,2022,12-14,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,SMA,15,2022,15-17,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,PERGURUAN TINGGI,1,2022,>18,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,TK/PAUD,3,2022,<5,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.7119351,108.559782"
KABUPATEN MAJALENGKA,LAKI-LAKI,SD,0,2022,6-11,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,LAKI-LAKI,SMP,0,2022,12-14,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,LAKI-LAKI,SMA,0,2022,15-17,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,SD,0,2022,6-11,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,SMP,2,2022,12-14,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,SMA,0,2022,15-17,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,PERGURUAN TINGGI,0,2022,>18,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.8073627,108.27878604491181"
KABUPATEN SUMEDANG,LAKI-LAKI,SD,0,2022,6-11,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,LAKI-LAKI,SMP,0,2022,12-14,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,LAKI-LAKI,SMA,0,2022,15-17,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,SD,0,2022,6-11,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,SMP,3,2022,12-14,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,SMA,1,2022,15-17,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,PERGURUAN TINGGI,0,2022,>18,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.8390984,107.926553"
KABUPATEN INDRAMAYU,LAKI-LAKI,SD,4,2022,6-11,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,LAKI-LAKI,SMP,2,2022,12-14,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,LAKI-LAKI,SMA,0,2022,15-17,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,SD,10,2022,6-11,"-6.4418536500000005,108.17654724128828"
